fiscal_year_end,filed_date,net_income,stockholders_equity,eps,shares_outstanding,liabilities,operating_cash_flow,capex,roe,book_value_per_share,free_cash_flow,fcf_per_share,debt_to_equity
2010-10-31,2012-01-30,-3597,-24048,,,24048.0,-5681.0,,0.1495758483033932,,,,
2011-10-31,2012-01-30,-53968,-28968,,,28968.0,-49048.0,,1.8630212648439657,,,,
2007-10-31,2013-01-29,-21823,-9723,,,,,,2.244471870821763,,,,
2008-10-31,2013-01-29,-13343,-10166,,,,,,1.312512295888255,,,,
2009-10-31,2013-01-29,-10285,-17293,,,,,,0.5947493205343203,,,,
2012-10-31,2013-01-29,-59599,-34599,,,35099.0,-55105.0,,1.7225642359605768,,,,
2013-10-31,2014-02-13,-64805,-39805,,,40185.0,-61221.0,,1.628061801281246,,,,
2013-12-31,2015-03-31,-1082204,-5608106,,,5695411.0,-525365.0,,0.19297138820129292,,,,
2014-12-31,2015-03-31,12000000,-3698520,,,7519911.0,-2755618.0,11901.0,-3.2445410596671103,,-2767519.0,,
2015-12-31,2016-03-28,25900000,-5681065,,,7761250.0,-3545783.0,504.0,-4.559004341615524,,-3546287.0,,
2016-12-31,2017-03-30,46900000,-8634056,,,9607141.0,-7327845.0,,-5.431977740241666,,,,
2016-03-31,2018-04-02,-12263789,-3225866,,,7547038.0,-2527032.0,,3.8017044105365816,,,,
2016-06-30,2018-04-02,-16959799,-5377547,,,7711393.0,-4553895.0,,3.153816972682898,,,,
2016-09-30,2018-04-02,-21180390,-6960584,,,7731978.0,-6059987.0,,3.042904158616576,,,,
2017-03-31,2018-04-02,-2922526,-7848206,,,9544087.0,-1008039.0,,0.3723814079294045,,,,
2017-06-30,2018-04-02,-1906224,-9676052,0.02,,10544441.0,-1837361.0,,0.1970043153964034,,,,
2017-09-30,2018-04-02,-4281963,-10179077,,,11847632.0,-2398396.0,,0.4206631897960886,,,,
2017-12-31,2018-04-02,-59000000,-8395823,,,9191482.0,-3330096.0,,7.027303934349259,,,,
2018-12-31,2019-03-29,-4430399,-8598175,,,9638887.0,-4104884.0,,0.5152720199344628,,,,
2019-12-31,2020-03-30,-3424811,-11867620,,,11898447.0,-3251229.0,,0.28858448450489654,,,,
2020-12-31,2021-04-15,-1824690,-13692310,,,13692310.0,-426933.0,,0.13326385394429427,,,,
2021-12-31,2022-03-15,-1610685,6575456,,,99909.0,-1228586.0,,-0.24495411420896132,,,,0.015194231396271225
2022-12-31,2023-03-30,-1484620,5947308,-31.15,,2547929.0,-3566913.0,,-0.2496289077343901,,,,0.42841719312334253
2023-12-31,2024-02-21,-8948731,2906361,-34.01,,831402.0,-9555904.0,,-3.0790156487786615,,,,0.2860628806951373
2024-12-31,2025-02-26,-4112420,3483657,-4.83,,377712.0,-4124935.0,,-1.180489353572984,,,,0.1084239923735316
2025-12-31,2026-03-02,-3108991,5377548,-2.65,,418587.0,-2691150.0,,-0.5781428636248342,,,,0.07783975150012608
